param no_time_periods := 5;

# The rest of your parameters like no_demand_bids, InputPD, etc.
param : no_demand_bids :=
1 20
2 20
3 20
4 20
5 20
;

param : no_supply_bids :=
1 21
2 21
3 21
4 21
5 21
;



param : InputQD   InputPD    :=
1	1	873	67.5
1	2	1	66.2
1	3	272	53.0
1	4	17	0.3
1	5	212	60.0
1	6	34	36.5
1	7	3	34.1
1	8	70	26.4
1	9	13	27.0
1	10	20	9.9
1	11	24	2.4
1	12	120	23.6
1	13	32	25.9
1	14	132	20.3
1	15	33	24.9
1	16	232	16.0
1	17	11	22.1
1	18	162	1.5
1	19	162	11.2
1	20	33	27.6
2	1	215	15.5
2	2	1	76.6
2	3	179	32.5
2	4	18	29.0
2	5	222	41.6
2	6	20	0.3
2	7	2	29.7
2	8	3	35.3
2	9	73	16.5
2	10	2	14.9
2	11	13	31.1
2	12	2	6.9
2	13	21	49.2
2	14	21	33.0
2	15	1	25.0
2	16	31	23.7
2	17	114	12.3
2	18	114	29.1
2	19	328	1.3
2	20	247	26.5
3	1	846	83.2
3	2	1	56.4
3	3	172	47.3
3	4	16	27.0
3	5	249	63.5
3	6	3	34.4
3	7	70	32.7
3	8	17	23.2
3	9	20	25.1
3	10	32	30.8
3	11	32	0.4
3	12	116	18.5
3	13	116	21.9
3	14	151	20.6
3	15	164	11.0
3	16	128	21.2
3	17	23	17.4
3	18	136	1.4
3	19	12	15.7
3	20	375	31.7
4	1	815	52.7
4	2	1	63.2
4	3	190	50.3
4	4	18	23.2
4	5	249	51.0
4	6	21	35.2
4	7	3	12.3
4	8	74	27.3
4	9	11	27.9
4	10	16	3.3
4	11	122	30.4
4	12	37	24.8
4	13	33	29.0
4	14	26	29.5
4	15	151	20.4
4	16	165	18.1
4	17	134	27.4
4	18	114	15.5
4	19	30	0.5
4	20	22	34.1
5	1	721	70.7
5	2	1	58.8
5	3	188	44.5
5	4	17	4.1
5	5	243	42.5
5	6	345	53.3
5	7	40	11.9
5	8	3	7.5
5	9	68	20.2
5	10	32	26.1
5	11	12	32.2
5	12	28	30.0
5	13	120	0.3
5	14	28	34.0
5	15	31	25.3
5	16	19	31.1
5	17	181	27.7
5	18	204	22.4
5	19	167	20.8
5	20	242	11.7
;

param :  InputQS InputPS    :=
1	1	182	22.4
1	2	36	29.7
1	3	9	34.1
1	4	13	45.1
1	5	9	6.1
1	6	459	49.5
1	7	98	40.1
1	8	111	12.3
1	9	118	21.3
1	10	37	10.4
1	11	70	31.9
1	12	64	33.1
1	13	66	41.2
1	14	77	7.7
1	15	61	0.1
1	16	8	42.1
1	17	65	16.4
1	18	230	17.5
1	19	109	33.7
1	20	29	37.9
2	1	278	20.5
2	2	35	41.4
2	3	119	4.0
2	4	13	11.4
2	5	8	33.6
2	6	76	14.7
2	7	26	47.5
2	8	99	51.9
2	9	101	17.7
2	10	38	7.5
2	11	138	21.5
2	12	56	37.2
2	13	64	46.2
2	14	54	43.7
2	15	71	0.1
2	16	8	40.3
2	17	61	15.5
2	18	203	18.8
2	19	98	22.9
2	20	33	48.5
3	1	820	27.8
3	2	75	41.7
3	3	12	36.9
3	4	11	32.4
3	5	9	27.1
3	6	32	0.1
3	7	162	40.7
3	8	7	15.1
3	9	73	48.4
3	10	121	38.1
3	11	23	13.5
3	12	109	35.7
3	13	37	13.6
3	14	9	51.3
3	15	68	25.7
3	16	206	44.5
3	17	61	5.6
3	18	34	19.4
3	19	63	39.2
3	20	63	47.2
4	1	878	9.1
4	2	122	25.8
4	3	9	36.5
4	4	12	15.8
4	5	6	31.2
4	6	155	38.9
4	7	70	34.3
4	8	6	44.2
4	9	79	35.7
4	10	157	41.5
4	11	24	0.1
4	12	265	45.3
4	13	39	13.5
4	14	30	40.1
4	15	102	45.0
4	16	6	6.6
4	17	63	42.2
4	18	64	9.3
4	19	8	33.2
4	20	63	49.8
5	1	674	36.5
5	2	159	33.0
5	3	152	4.4
5	4	35	6.6
5	5	38	0.1
5	6	99	16.1
5	7	150	48.8
5	8	27	31.7
5	9	28	41.7
5	10	51	37.5
5	11	78	39.7
5	12	58	11.8
5	13	152	51.7
5	14	58	1.0
5	15	41	59.5
5	16	66	8.7
5	17	66	45.1
5	18	97	22.3
5	19	40	58.7
5	20	44	34.9
;

param : InputQS InputPS :=
1 21 800 23
2 21 800 15
3 21 800 27
4 21 800 21
5 21 800 32
;






